swamp,swampLabel
http://www.wikidata.org/entity/Q49229303,Spring Branch Bay
http://www.wikidata.org/entity/Q49230087,Stanland Bay
http://www.wikidata.org/entity/Q49230218,Station Bay
http://www.wikidata.org/entity/Q35720645,Strauss Swamp
http://www.wikidata.org/entity/Q35733584,Tar Cove Marsh
http://www.wikidata.org/entity/Q35733736,Tarkiln Bay
http://www.wikidata.org/entity/Q35733957,Tatum Millpond Bay
http://www.wikidata.org/entity/Q34668418,The Desert
http://www.wikidata.org/entity/Q34668476,The Great Swash
http://www.wikidata.org/entity/Q34668601,The Pocosin
http://www.wikidata.org/entity/Q34668608,The Pocosin
http://www.wikidata.org/entity/Q34668726,Thomas Bay
http://www.wikidata.org/entity/Q34668741,Thomas Marsh
http://www.wikidata.org/entity/Q34668835,Thorofare Swamp
http://www.wikidata.org/entity/Q34668842,Thoroughfare Bay
http://www.wikidata.org/entity/Q34668951,Thumb Swamp
http://www.wikidata.org/entity/Q35735604,Till Bay
http://www.wikidata.org/entity/Q49232424,Town Marsh
http://www.wikidata.org/entity/Q49232427,Town Swamp
http://www.wikidata.org/entity/Q49232670,Trent Marsh
http://www.wikidata.org/entity/Q49233648,Tupelo Bay
http://www.wikidata.org/entity/Q49233712,Turkey Pond
http://www.wikidata.org/entity/Q49233730,Turkeypen Bay
http://www.wikidata.org/entity/Q49233740,Turnbull Swamp
http://www.wikidata.org/entity/Q34679008,Two Pond Bay
http://www.wikidata.org/entity/Q34681626,Van Swamp
http://www.wikidata.org/entity/Q49237202,Vines Bay
http://www.wikidata.org/entity/Q49238350,Wahtom Pocosin
http://www.wikidata.org/entity/Q34687614,Walnut Pocosin
http://www.wikidata.org/entity/Q34687629,Wam Squam Bay
http://www.wikidata.org/entity/Q34687664,Ward Bay
http://www.wikidata.org/entity/Q34687795,Water Hole Bay
http://www.wikidata.org/entity/Q34687913,Webb Bay
http://www.wikidata.org/entity/Q7995148,White Oak Pocosin
http://www.wikidata.org/entity/Q34688393,White Oak Swamp
http://www.wikidata.org/entity/Q34688423,White Pond Bay
http://www.wikidata.org/entity/Q34688432,White Pond Bay
http://www.wikidata.org/entity/Q34688440,White Shoal Marsh
http://www.wikidata.org/entity/Q34688525,Whiteoak Pocosin
http://www.wikidata.org/entity/Q49238451,Wide Bay
http://www.wikidata.org/entity/Q49238458,Wild Cattle Swamp
http://www.wikidata.org/entity/Q49238465,Wildcat Bay
http://www.wikidata.org/entity/Q49238468,Wildcat Bay
http://www.wikidata.org/entity/Q49238501,Williams Bays
http://www.wikidata.org/entity/Q49238572,Winnie Moore Bay
http://www.wikidata.org/entity/Q34688993,Wolf Bay
http://www.wikidata.org/entity/Q34689023,Wolf Pen Bay
http://www.wikidata.org/entity/Q34689174,Wolfs Bay
http://www.wikidata.org/entity/Q34689182,Wolves Den
http://www.wikidata.org/entity/Q34689238,Woolie Swamp
